report_month,report_year,narrative,MarketingArea,order_no,report_title,slug_name,slug_id,office_name,office_code,office_city,office_state,market_location_name,market_location_city,market_location_state,market_type,market_type_category,published_date,year,period,data_item,value,category,unit
Feb,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:42,2013,2013-FEB,ClassIVWhole,17.75,lmprs,
Feb,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:42,2013,2013-FEB,ClassIVWhole,17.75,lmprs,
Feb,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:42,2013,2013-FEB,ClassIVWhole,17.75,lmprs,
Feb,2013,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:42,2013,2013-FEB,ClassIVWhole,17.75,lmprs,
Feb,2013,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:42,2013,2013-FEB,ClassIVWhole,17.75,lmprs,
Feb,2013,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:42,2013,2013-FEB,ClassIVWhole,17.75,lmprs,
Feb,2013,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:42,2013,2013-FEB,ClassIVWhole,17.75,lmprs,
Feb,2013,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:42,2013,2013-FEB,ClassIVWhole,17.75,lmprs,
Mar,2013,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Mar,2013,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:02:53,2013,2013-MAR,ClassIVWhole,17.75,lmprs,
Apr,2013,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
Apr,2013,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:03,2013,2013-APR,ClassIVWhole,18.10,lmprs,
May,2013,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
May,2013,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:16,2013,2013-MAY,ClassIVWhole,18.89,lmprs,
Jun,2013,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jun,2013,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:26,2013,2013-JUN,ClassIVWhole,18.88,lmprs,
Jul,2013,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Jul,2013,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:38,2013,2013-JUL,ClassIVWhole,18.90,lmprs,
Aug,2013,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Aug,2013,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:03:59,2013,2013-AUG,ClassIVWhole,19.07,lmprs,
Sep,2013,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Sep,2013,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:14,2013,2013-SEP,ClassIVWhole,19.43,lmprs,
Oct,2013,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,Pacific Northwest (Seattle),124,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,Southeast (Atlanta),007,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,Southwest (Dallas),126,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,Upper Midwest (Chicago),030,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Oct,2013,,All Market Average,,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:34,2013,2013-OCT,ClassIVWhole,20.17,lmprs,
Nov,2013,,Appalachian (Charlotte),005,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:44,2013,2013-NOV,ClassIVWhole,20.52,lmprs,
Nov,2013,,Arizona (Phoenix),131,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:44,2013,2013-NOV,ClassIVWhole,20.52,lmprs,
Nov,2013,,Central (Kansas City),032,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:44,2013,2013-NOV,ClassIVWhole,20.52,lmprs,
Nov,2013,,Florida (Tampa),006,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:44,2013,2013-NOV,ClassIVWhole,20.52,lmprs,
Nov,2013,,Mideast (Cleveland),033,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:44,2013,2013-NOV,ClassIVWhole,20.52,lmprs,
Nov,2013,,Northeast (Boston),001,Class Prices by Order,AMS_3355,3355,Dairy FMMOS,DY-NA,Washington,DC,"Washington, DC",Washington,DC,FMMOS,FMMOS - non-mars,05/13/2019 14:04:44,2013,2013-NOV,ClassIVWhole,20.52,lmprs,
